Godina,Grad,Sport,Disciplina,Takmicar,Zemlja,Pol,Dogadjaj,Medalja
"2010,Vancouver,Ice Hockey,Ice Hockey,""MALONE, Ryan"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""MILLER, Ryan"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""ORPIK, Brooks"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""PARISE, Zach"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""PAVELSKI, Joe"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""QUICK, Jonathan"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""RAFALSKI, Brian"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""RYAN, Bobby"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""STASTNY, Paul"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""SUTER, Ryan"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""THOMAS, Tim"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""WHITNEY, Ryan"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""HELIN, Anne"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""HIIRIKOSKI, Jenni"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""HOVI, Venla"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KARVINEN, Michelle"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KUISMA, Mira"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""LAAKSONEN, Emma"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""LINDSTEDT, Rosa"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""MERTANEN, Terhi"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""PELTTARI, Heidi"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""POSA, Mariia"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""RAJAHUHTA, Annina"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""RANTAMAKI, Karoliina"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""RATY, Noora"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""SAARINEN, Mari"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""SIRVIO, Saija"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""TIKKINEN, Nina"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""TUOMINEN, Minnamari"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""TUOMINEN, Saara"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""VALIMAKI, Linda"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""VANHATALO, Anna"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""VOUTILAINEN, Marjo"",FIN,Zena,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""AGOSTA, Meghan"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""APPS, Gillian"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""BONHOMME, Tessa"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""BOTTERILL, Jennifer"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""HEFFORD, Jayna"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""IRWIN, Haley"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""JOHNSTON, Rebecca"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KELLAR, Becky"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KINGSBURY, Gina"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""LABONTE, Charline"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""MACLEOD, Carla"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""MIKKELSON, Meaghan"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""OUELLETTE, Caroline"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""PIPER, Cherie"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""POULIN, Marie-Philip"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""SOSTORICS, Colleen"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""ST-PIERRE, Kim"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""SZABADOS, Shannon"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""VAILLANCOURT, Sarah"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""WARD, Catherine"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""WICKENHEISER, Hayley"",CAN,Zena,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""BELLAMY, Kacey"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""CAHOW, Caitlin"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""CHESSON, Lisa"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""CHU, Julie"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""DARWITZ, Natalie"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""DUGGAN, Meghan"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""ENGSTROM, Molly"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KNIGHT, Hilary"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""LAMOUREUX, Jocelyne"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""LAMOUREUX, Monique"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""LAWLER, Erika"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""MARVIN, Gigi"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""McLAUGHLIN, Brianne"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""POTTER, Jenny"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""RUGGIERO, Angela"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""SCHAUS, Molly"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""STACK, Kelli"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""THATCHER, Karen"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""VETTER, Jessie"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""WEILAND, Kerry"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""ZAUGG-SIERGIEJ, Jinelle"",USA,Zena,Ice Hockey,Srebro"
"2010,Vancouver,Luge,Luge,""LEITNER, Patric"",GER,Muskarac,Doubles,Bronza"
"2010,Vancouver,Luge,Luge,""RESCH, Alexander"",GER,Muskarac,Doubles,Bronza"
"2010,Vancouver,Luge,Luge,""LINGER, Andreas"",AUT,Muskarac,Doubles,Zlato"
"2010,Vancouver,Luge,Luge,""LINGER, Wolfgang"",AUT,Muskarac,Doubles,Zlato"
"2010,Vancouver,Luge,Luge,""SICS, Andris"",LAT,Muskarac,Doubles,Srebro"
"2010,Vancouver,Luge,Luge,""SICS, Juris"",LAT,Muskarac,Doubles,Srebro"
"2010,Vancouver,Luge,Luge,""ZOEGGELER, Armin"",ITA,Muskarac,Singles,Bronza"
"2010,Vancouver,Luge,Luge,""LOCH, Felix"",GER,Muskarac,Singles,Zlato"
"2010,Vancouver,Luge,Luge,""MOELLER, David"",GER,Muskarac,Singles,Srebro"
"2010,Vancouver,Luge,Luge,""GEISENBERGER, Natalie"",GER,Zena,Singles,Bronza"
"2010,Vancouver,Luge,Luge,""HUEFNER, Tatjana"",GER,Zena,Singles,Zlato"
"2010,Vancouver,Luge,Luge,""REITHMAYER, Nina"",AUT,Zena,Singles,Srebro"
"2010,Vancouver,Skating,Figure skating,""DOMNINA, Oksana"",RUS,Zena,Ice Dancing,Bronza"
"2010,Vancouver,Skating,Figure skating,""SHABALIN, Maxim"",RUS,Muskarac,Ice Dancing,Bronza"
"2010,Vancouver,Skating,Figure skating,""MOIR, Scott"",CAN,Muskarac,Ice Dancing,Zlato"
"2010,Vancouver,Skating,Figure skating,""VIRTUE, Tessa"",CAN,Zena,Ice Dancing,Zlato"
"2010,Vancouver,Skating,Figure skating,""DAVIS, Meryl"",USA,Zena,Ice Dancing,Srebro"
"2010,Vancouver,Skating,Figure skating,""WHITE, Charlie"",USA,Muskarac,Ice Dancing,Srebro"
"2010,Vancouver,Skating,Figure skating,""TAKAHASHI, Daisuke"",JPN,Muskarac,Individual,Bronza"
"2010,Vancouver,Skating,Figure skating,""LYSACEK, Evan"",USA,Muskarac,Individual,Zlato"
"2010,Vancouver,Skating,Figure skating,""PLYUSHCHENKO, Evgeny"",RUS,Muskarac,Individual,Srebro"
"2010,Vancouver,Skating,Figure skating,""ROCHETTE, Joannie"",CAN,Zena,Individual,Bronza"
"2010,Vancouver,Skating,Figure skating,""KIM, Yuna"",KOR,Zena,Individual,Zlato"
"2010,Vancouver,Skating,Figure skating,""ASADA, Mao"",JPN,Zena,Individual,Srebro"
"2010,Vancouver,Skating,Figure skating,""SAVCHENKO, Aliona"",GER,Zena,Pairs,Bronza"
"2010,Vancouver,Skating,Figure skating,""SZOLKOWY, Robin"",GER,Muskarac,Pairs,Bronza"
"2010,Vancouver,Skating,Figure skating,""SHEN, Xue"",CHN,Zena,Pairs,Zlato"
"2010,Vancouver,Skating,Figure skating,""ZHAO, Hongbo"",CHN,Muskarac,Pairs,Zlato"
"2010,Vancouver,Skating,Figure skating,""PANG, Qing"",CHN,Zena,Pairs,Srebro"
"2010,Vancouver,Skating,Figure skating,""TONG, Jian"",CHN,Muskarac,Pairs,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""OHNO, Apolo Anton"",USA,Muskarac,1000M,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""LEE, Jung-Su"",KOR,Muskarac,1000M,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""LEE, Ho-Suk"",KOR,Muskarac,1000M,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""PARK, Seung-Hi"",KOR,Zena,1000M,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""WANG, Muskaracg"",CHN,Zena,1000M,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""REUTTER, Katherine"",USA,Zena,1000M,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""CELSKI, J.R."",USA,Muskarac,1500M,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""LEE, Jung-Su"",KOR,Muskarac,1500M,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""OHNO, Apolo Anton"",USA,Muskarac,1500M,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""PARK, Seung-Hi"",KOR,Zena,1500M,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""ZHOU, Yang"",CHN,Zena,1500M,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""LEE, Eun-Byul"",KOR,Zena,1500M,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""BAVER, Allison"",USA,Zena,3000M Relay,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""DERRICK, Kimberly"",USA,Zena,3000M Relay,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""DUDEK, Alyson"",USA,Zena,3000M Relay,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""GEHRING, Lana"",USA,Zena,3000M Relay,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""REUTTER, Katherine"",USA,Zena,3000M Relay,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""SUN, Linlin"",CHN,Zena,3000M Relay,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""WANG, Muskaracg"",CHN,Zena,3000M Relay,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""ZHANG, Hui"",CHN,Zena,3000M Relay,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""ZHOU, Yang"",CHN,Zena,3000M Relay,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""GREGG, Jessica"",CAN,Zena,3000M Relay,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""ROBERGE, Kalyna"",CAN,Zena,3000M Relay,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""ST-GELAIS, Marianne"",CAN,Zena,3000M Relay,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""VICENT, Tania"",CAN,Zena,3000M Relay,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""CELSKI, J.R."",USA,Muskarac,5000M Relay,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""CHO, Simon"",USA,Muskarac,5000M Relay,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""JAYNER, Travis"",USA,Muskarac,5000M Relay,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""MALONE, Jordan"",USA,Muskarac,5000M Relay,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""OHNO, Apolo Anton"",USA,Muskarac,5000M Relay,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""BASTILLE, Guillaume"",CAN,Muskarac,5000M Relay,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""HAMELIN, Charles"",CAN,Muskarac,5000M Relay,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""HAMELIN, Francois"",CAN,Muskarac,5000M Relay,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""JEAN, Olivier"",CAN,Muskarac,5000M Relay,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""TREMBLAY, Francois-Louis"",CAN,Muskarac,5000M Relay,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""KIM, Seoung-Il"",KOR,Muskarac,5000M Relay,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""KWAK, Yoon-Gy"",KOR,Muskarac,5000M Relay,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""LEE, Ho-Suk"",KOR,Muskarac,5000M Relay,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""LEE, Jung-Su"",KOR,Muskarac,5000M Relay,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""SUNG, Si-Bak"",KOR,Muskarac,5000M Relay,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""TREMBLAY, Francois-Louis"",CAN,Muskarac,500M,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""HAMELIN, Charles"",CAN,Muskarac,500M,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""SUNG, Si-Bak"",KOR,Muskarac,500M,Srebro"
"2010,Vancouver,Skating,Short Track Speed Skating,""FONTANA, Arianna"",ITA,Zena,500M,Bronza"
"2010,Vancouver,Skating,Short Track Speed Skating,""WANG, Muskaracg"",CHN,Zena,500M,Zlato"
"2010,Vancouver,Skating,Short Track Speed Skating,""ST-GELAIS, Marianne"",CAN,Zena,500M,Srebro"
"2010,Vancouver,Skating,Speed skating,""de JONG, Bob"",NED,Muskarac,10000M,Bronza"
"2010,Vancouver,Skating,Speed skating,""LEE, Seung-Hoon"",KOR,Muskarac,10000M,Zlato"
"2010,Vancouver,Skating,Speed skating,""SKOBREV, Ivan"",RUS,Muskarac,10000M,Srebro"
"2010,Vancouver,Skating,Speed skating,""HEDRICK, Chad"",USA,Muskarac,1000M,Bronza"
"2010,Vancouver,Skating,Speed skating,""DAVIS, Shani"",USA,Muskarac,1000M,Zlato"
"2010,Vancouver,Skating,Speed skating,""MO, Tae-Bum"",KOR,Muskarac,1000M,Srebro"
"2010,Vancouver,Skating,Speed skating,""van RIESSEN, Laurine"",NED,Zena,1000M,Bronza"
"2010,Vancouver,Skating,Speed skating,""NESBITT, Christine"",CAN,Zena,1000M,Zlato"
"2010,Vancouver,Skating,Speed skating,""GERRITSEN, Annette"",NED,Zena,1000M,Srebro"
"2010,Vancouver,Skating,Speed skating,""BOKKO, Havard"",NOR,Muskarac,1500M,Bronza"
"2010,Vancouver,Skating,Speed skating,""TUITERT, Mark"",NED,Muskarac,1500M,Zlato"
"2010,Vancouver,Skating,Speed skating,""DAVIS, Shani"",USA,Muskarac,1500M,Srebro"
"2010,Vancouver,Skating,Speed skating,""SABLIKOVA, Martina"",CZE,Zena,1500M,Bronza"
"2010,Vancouver,Skating,Speed skating,""WUST, Ireen"",NED,Zena,1500M,Zlato"
"2010,Vancouver,Skating,Speed skating,""GROVES, Kristina"",CAN,Zena,1500M,Srebro"
"2010,Vancouver,Skating,Speed skating,""GROVES, Kristina"",CAN,Zena,3000M,Bronza"
"2010,Vancouver,Skating,Speed skating,""SABLIKOVA, Martina"",CZE,Zena,3000M,Zlato"
"2010,Vancouver,Skating,Speed skating,""BECKERT, Stephanie"",GER,Zena,3000M,Srebro"
"2010,Vancouver,Skating,Speed skating,""SKOBREV, Ivan"",RUS,Muskarac,5000M,Bronza"
"2010,Vancouver,Skating,Speed skating,""KRAMER, Sven"",NED,Muskarac,5000M,Zlato"
"2010,Vancouver,Skating,Speed skating,""LEE, Seung-Hoon"",KOR,Muskarac,5000M,Srebro"
"2010,Vancouver,Skating,Speed skating,""HUGHES, Clara"",CAN,Zena,5000M,Bronza"
"2010,Vancouver,Skating,Speed skating,""SABLIKOVA, Martina"",CZE,Zena,5000M,Zlato"
"2010,Vancouver,Skating,Speed skating,""BECKERT, Stephanie"",GER,Zena,5000M,Srebro"
"2010,Vancouver,Skating,Speed skating,""KATO, Joji"",JPN,Muskarac,500M,Bronza"
"2010,Vancouver,Skating,Speed skating,""MO, Tae-Bum"",KOR,Muskarac,500M,Zlato"
"2010,Vancouver,Skating,Speed skating,""NAGASHIMA, Keiichiro"",JPN,Muskarac,500M,Srebro"
"2010,Vancouver,Skating,Speed skating,""WANG, Beixing"",CHN,Zena,500M,Bronza"
"2010,Vancouver,Skating,Speed skating,""LEE, Sang-Hwa"",KOR,Zena,500M,Zlato"
"2010,Vancouver,Skating,Speed skating,""WOLF, Jenny"",GER,Zena,500M,Srebro"
"2010,Vancouver,Skating,Speed skating,""BLOKHUIJSEN, Jan"",NED,Muskarac,Team Pursuit,Bronza"
"2010,Vancouver,Skating,Speed skating,""KRAMER, Sven"",NED,Muskarac,Team Pursuit,Bronza"
"2010,Vancouver,Skating,Speed skating,""KUIPERS, Simon"",NED,Muskarac,Team Pursuit,Bronza"
"2010,Vancouver,Skating,Speed skating,""TUITERT, Mark"",NED,Muskarac,Team Pursuit,Bronza"
"2010,Vancouver,Skating,Speed skating,""GIROUX, Mathieu"",CAN,Muskarac,Team Pursuit,Zlato"
"2010,Vancouver,Skating,Speed skating,""MAKOWSKY, Lucas"",CAN,Muskarac,Team Pursuit,Zlato"
"2010,Vancouver,Skating,Speed skating,""MORRISON, Denny"",CAN,Muskarac,Team Pursuit,Zlato"
"2010,Vancouver,Skating,Speed skating,""HANSEN, Brian"",USA,Muskarac,Team Pursuit,Srebro"
"2010,Vancouver,Skating,Speed skating,""HEDRICK, Chad"",USA,Muskarac,Team Pursuit,Srebro"
"2010,Vancouver,Skating,Speed skating,""KUCK, Jonathan"",USA,Muskarac,Team Pursuit,Srebro"
"2010,Vancouver,Skating,Speed skating,""MARSICANO, Trevor"",USA,Muskarac,Team Pursuit,Srebro"
"2010,Vancouver,Skating,Speed skating,""BACHLEDA-CURUS, Katarzyna"",POL,Zena,Team Pursuit,Bronza"
"2010,Vancouver,Skating,Speed skating,""WOZNIAK, Katarzyna"",POL,Zena,Team Pursuit,Bronza"
"2010,Vancouver,Skating,Speed skating,""ZLOTKOWSKA, Luiza"",POL,Zena,Team Pursuit,Bronza"
"2010,Vancouver,Skating,Speed skating,""ANSCHUTZ THOMS, Daniela"",GER,Zena,Team Pursuit,Zlato"
"2010,Vancouver,Skating,Speed skating,""BECKERT, Stephanie"",GER,Zena,Team Pursuit,Zlato"
"2010,Vancouver,Skating,Speed skating,""FRIESINGER-POSTMA, Anna"",GER,Zena,Team Pursuit,Zlato"
"2010,Vancouver,Skating,Speed skating,""MATTSCHERODT, Katrin"",GER,Zena,Team Pursuit,Zlato"
"2010,Vancouver,Skating,Speed skating,""HOZUMI, Masako"",JPN,Zena,Team Pursuit,Srebro"
"2010,Vancouver,Skating,Speed skating,""KODAIRA, Nao"",JPN,Zena,Team Pursuit,Srebro"
"2010,Vancouver,Skating,Speed skating,""TABATA, Maki"",JPN,Zena,Team Pursuit,Srebro"
"2010,Vancouver,Skiing,Alpine Skiing,""MILLER, Bode"",USA,Muskarac,Downhill,Bronza"
"2010,Vancouver,Skiing,Alpine Skiing,""DEFAGO, Didier"",SUI,Muskarac,Downhill,Zlato"
"2010,Vancouver,Skiing,Alpine Skiing,""SVINDAL, Aksel Lund"",NOR,Muskarac,Downhill,Srebro"
"2010,Vancouver,Skiing,Alpine Skiing,""GOERGL, Elisabeth"",AUT,Zena,Downhill,Bronza"
"2010,Vancouver,Skiing,Alpine Skiing,""VONN, Lindsey"",USA,Zena,Downhill,Zlato"
"2010,Vancouver,Skiing,Alpine Skiing,""MANCUSO, Julia"",USA,Zena,Downhill,Srebro"
"2010,Vancouver,Skiing,Alpine Skiing,""SVINDAL, Aksel Lund"",NOR,Muskarac,Giant Slalom,Bronza"
"2010,Vancouver,Skiing,Alpine Skiing,""JANKA, Carlo"",SUI,Muskarac,Giant Slalom,Zlato"
"2010,Vancouver,Skiing,Alpine Skiing,""JANSRUD, Kjetil"",NOR,Muskarac,Giant Slalom,Srebro"
"2010,Vancouver,Skiing,Alpine Skiing,""GOERGL, Elisabeth"",AUT,Zena,Giant Slalom,Bronza"
"2010,Vancouver,Skiing,Alpine Skiing,""REBENSBURG, Viktoria"",GER,Zena,Giant Slalom,Zlato"
"2010,Vancouver,Skiing,Alpine Skiing,""MAZE, Tina"",SLO,Zena,Giant Slalom,Srebro"
"2010,Vancouver,Skiing,Alpine Skiing,""MYHRER, Andre"",SWE,Muskarac,Slalom,Bronza"
"2010,Vancouver,Skiing,Alpine Skiing,""RAZZOLI, Giuliano"",ITA,Muskarac,Slalom,Zlato"
"2010,Vancouver,Skiing,Alpine Skiing,""KOSTELIC, Ivica"",CRO,Muskarac,Slalom,Srebro"
"2010,Vancouver,Skiing,Alpine Skiing,""ZAHROBSKA, Sarka"",CZE,Zena,Slalom,Bronza"
"2010,Vancouver,Skiing,Alpine Skiing,""RIESCH, Maria"",GER,Zena,Slalom,Zlato"
"2010,Vancouver,Skiing,Alpine Skiing,""SCHILD, Marlies"",AUT,Zena,Slalom,Srebro"
"2010,Vancouver,Skiing,Alpine Skiing,""ZURBRIGGEN, Silvan"",SUI,Muskarac,Super Combined,Bronza"
"2010,Vancouver,Skiing,Alpine Skiing,""MILLER, Bode"",USA,Muskarac,Super Combined,Zlato"
"2010,Vancouver,Skiing,Alpine Skiing,""KOSTELIC, Ivica"",CRO,Muskarac,Super Combined,Srebro"
"2010,Vancouver,Skiing,Alpine Skiing,""PAERSON, Anja"",SWE,Zena,Super Combined,Bronza"
"2010,Vancouver,Skiing,Alpine Skiing,""RIESCH, Maria"",GER,Zena,Super Combined,Zlato"
"2010,Vancouver,Skiing,Alpine Skiing,""MANCUSO, Julia"",USA,Zena,Super Combined,Srebro"
"2010,Vancouver,Skiing,Alpine Skiing,""WEIBRECHT, Andrew"",USA,Muskarac,Super-G,Bronza"
"2010,Vancouver,Skiing,Alpine Skiing,""SVINDAL, Aksel Lund"",NOR,Muskarac,Super-G,Zlato"
"2010,Vancouver,Skiing,Alpine Skiing,""MILLER, Bode"",USA,Muskarac,Super-G,Srebro"
"2010,Vancouver,Skiing,Alpine Skiing,""VONN, Lindsey"",USA,Zena,Super-G,Bronza"
"2010,Vancouver,Skiing,Alpine Skiing,""FISCHBACHER, Andrea"",AUT,Zena,Super-G,Zlato"
"2010,Vancouver,Skiing,Alpine Skiing,""MAZE, Tina"",SLO,Zena,Super-G,Srebro"
"2010,Vancouver,Skiing,Cross Country Skiing,""BJOERGEN, Marit"",NOR,Zena,10KM,Bronza"
"2010,Vancouver,Skiing,Cross Country Skiing,""KALLA, Charlotte"",SWE,Zena,10KM,Zlato"
"2010,Vancouver,Skiing,Cross Country Skiing,""SMIGUN-VAEHI, Kristina"",EST,Zena,10KM,Srebro"
"2010,Vancouver,Skiing,Cross Country Skiing,""BAUER, Lukas"",CZE,Muskarac,15KM,Bronza"
"2010,Vancouver,Skiing,Cross Country Skiing,""COLOGNA, Dario"",SUI,Muskarac,15KM,Zlato"
"2010,Vancouver,Skiing,Cross Country Skiing,""PILLER COTTRER, Pietro"",ITA,Muskarac,15KM,Srebro"
"2010,Vancouver,Skiing,Cross Country Skiing,""SAARINEN, Aino-Kaisa"",FIN,Zena,30KM,Bronza"
"2010,Vancouver,Skiing,Cross Country Skiing,""KOWALCZYK, Justyna"",POL,Zena,30KM,Zlato"
"2010,Vancouver,Skiing,Cross Country Skiing,""BJOERGEN, Marit"",NOR,Zena,30KM,Srebro"
