Godina,Grad,Sport,Disciplina,Takmicar,Zemlja,Pol,Dogadjaj,Medalja
"2006,Turin,Skiing,Cross Country Skiing,""SVARTEDAL, Jens Arne"",NOR,Muskarac,Team Sprint,Srebro"
"2006,Turin,Skiing,Cross Country Skiing,""KUITUNEN, Virpi"",FIN,Zena,Team Sprint,Bronza"
"2006,Turin,Skiing,Cross Country Skiing,""SAARINEN, Aino Kaisa"",FIN,Zena,Team Sprint,Bronza"
"2006,Turin,Skiing,Cross Country Skiing,""ANDERSSON, Lina"",SWE,Zena,Team Sprint,Zlato"
"2006,Turin,Skiing,Cross Country Skiing,""DAHLBERG, Anna"",SWE,Zena,Team Sprint,Zlato"
"2006,Turin,Skiing,Cross Country Skiing,""RENNER, Sara"",CAN,Zena,Team Sprint,Srebro"
"2006,Turin,Skiing,Cross Country Skiing,""SCOTT, Beckie"",CAN,Zena,Team Sprint,Srebro"
"2006,Turin,Skiing,Freestyle Skiing,""LEBEDEV, Vladimir"",RUS,Muskarac,Aerials,Bronza"
"2006,Turin,Skiing,Freestyle Skiing,""HAN, Xiaopeng"",CHN,Muskarac,Aerials,Zlato"
"2006,Turin,Skiing,Freestyle Skiing,""DASHINSKI, Dmitri"",BLR,Muskarac,Aerials,Srebro"
"2006,Turin,Skiing,Freestyle Skiing,""CAMPLIN, Alisa"",AUS,Zena,Aerials,Bronza"
"2006,Turin,Skiing,Freestyle Skiing,""LEU, Evelyne"",SUI,Zena,Aerials,Zlato"
"2006,Turin,Skiing,Freestyle Skiing,""LI, Nina"",CHN,Zena,Aerials,Srebro"
"2006,Turin,Skiing,Freestyle Skiing,""DAWSON, Toby"",USA,Muskarac,Moguls,Bronza"
"2006,Turin,Skiing,Freestyle Skiing,""BEGG-SMITH, Dale"",AUS,Muskarac,Moguls,Zlato"
"2006,Turin,Skiing,Freestyle Skiing,""RONKAINEN, Mikko"",FIN,Muskarac,Moguls,Srebro"
"2006,Turin,Skiing,Freestyle Skiing,""LAOURA, Sandra"",FRA,Zena,Moguls,Bronza"
"2006,Turin,Skiing,Freestyle Skiing,""HEIL, Jennifer"",CAN,Zena,Moguls,Zlato"
"2006,Turin,Skiing,Freestyle Skiing,""TRAA, Kari"",NOR,Zena,Moguls,Srebro"
"2006,Turin,Skiing,Nordic Combined,""MOAN, Magnus H."",NOR,Muskarac,Individual,Bronza"
"2006,Turin,Skiing,Nordic Combined,""HETTICH, Georg"",GER,Muskarac,Individual,Zlato"
"2006,Turin,Skiing,Nordic Combined,""GOTTWALD, Felix"",AUT,Muskarac,Individual,Srebro"
"2006,Turin,Skiing,Nordic Combined,""HETTICH, Georg"",GER,Muskarac,Individual Sprint,Bronza"
"2006,Turin,Skiing,Nordic Combined,""GOTTWALD, Felix"",AUT,Muskarac,Individual Sprint,Zlato"
"2006,Turin,Skiing,Nordic Combined,""MOAN, Magnus H."",NOR,Muskarac,Individual Sprint,Srebro"
"2006,Turin,Skiing,Nordic Combined,""KOIVURANTA, Anssi"",FIN,Muskarac,Team,Bronza"
"2006,Turin,Skiing,Nordic Combined,""KUISMA, Antti"",FIN,Muskarac,Team,Bronza"
"2006,Turin,Skiing,Nordic Combined,""MANNINEN, Hannu"",FIN,Muskarac,Team,Bronza"
"2006,Turin,Skiing,Nordic Combined,""TALLUS, Jaakko"",FIN,Muskarac,Team,Bronza"
"2006,Turin,Skiing,Nordic Combined,""BIELER, Christoph"",AUT,Muskarac,Team,Zlato"
"2006,Turin,Skiing,Nordic Combined,""GOTTWALD, Felix"",AUT,Muskarac,Team,Zlato"
"2006,Turin,Skiing,Nordic Combined,""GRUBER, Michael"",AUT,Muskarac,Team,Zlato"
"2006,Turin,Skiing,Nordic Combined,""STECHER, Mario"",AUT,Muskarac,Team,Zlato"
"2006,Turin,Skiing,Nordic Combined,""ACKERMANN, Ronny"",GER,Muskarac,Team,Srebro"
"2006,Turin,Skiing,Nordic Combined,""GAISER, Jens"",GER,Muskarac,Team,Srebro"
"2006,Turin,Skiing,Nordic Combined,""HETTICH, Georg"",GER,Muskarac,Team,Srebro"
"2006,Turin,Skiing,Nordic Combined,""KIRCHEISEN, Bjoern"",GER,Muskarac,Team,Srebro"
"2006,Turin,Skiing,Ski Jumping,""BYSTOEL, Lars"",NOR,Muskarac,K120 Individual (90M),Bronza"
"2006,Turin,Skiing,Ski Jumping,""MORGENSTERN, Thomas"",AUT,Muskarac,K120 Individual (90M),Zlato"
"2006,Turin,Skiing,Ski Jumping,""KOFLER, Andreas"",AUT,Muskarac,K120 Individual (90M),Srebro"
"2006,Turin,Skiing,Ski Jumping,""BYSTOEL, Lars"",NOR,Muskarac,K120 Team (90M),Bronza"
"2006,Turin,Skiing,Ski Jumping,""INGEBRIGTSEN, Tommy"",NOR,Muskarac,K120 Team (90M),Bronza"
"2006,Turin,Skiing,Ski Jumping,""LJOEKELSOEY, Roar"",NOR,Muskarac,K120 Team (90M),Bronza"
"2006,Turin,Skiing,Ski Jumping,""ROMOEREN, Bjoern Einar"",NOR,Muskarac,K120 Team (90M),Bronza"
"2006,Turin,Skiing,Ski Jumping,""KOCH, Martin"",AUT,Muskarac,K120 Team (90M),Zlato"
"2006,Turin,Skiing,Ski Jumping,""KOFLER, Andreas"",AUT,Muskarac,K120 Team (90M),Zlato"
"2006,Turin,Skiing,Ski Jumping,""MORGENSTERN, Thomas"",AUT,Muskarac,K120 Team (90M),Zlato"
"2006,Turin,Skiing,Ski Jumping,""WIDHOELZL, Andreas"",AUT,Muskarac,K120 Team (90M),Zlato"
"2006,Turin,Skiing,Ski Jumping,""AHONEN, Janne"",FIN,Muskarac,K120 Team (90M),Srebro"
"2006,Turin,Skiing,Ski Jumping,""HAPPONEN, Janne"",FIN,Muskarac,K120 Team (90M),Srebro"
"2006,Turin,Skiing,Ski Jumping,""HAUTAMAEKI, Matti"",FIN,Muskarac,K120 Team (90M),Srebro"
"2006,Turin,Skiing,Ski Jumping,""KIURU, Tami"",FIN,Muskarac,K120 Team (90M),Srebro"
"2006,Turin,Skiing,Ski Jumping,""LJOEKELSOEY, Roar"",NOR,Muskarac,K90 Individual (70M),Bronza"
"2006,Turin,Skiing,Ski Jumping,""BYSTOEL, Lars"",NOR,Muskarac,K90 Individual (70M),Zlato"
"2006,Turin,Skiing,Ski Jumping,""HAUTAMAEKI, Matti"",FIN,Muskarac,K90 Individual (70M),Srebro"
"2006,Turin,Skiing,Snowboard,""GRABNER, Siegfried"",AUT,Muskarac,Giant Parallel Slalom,Bronza"
"2006,Turin,Skiing,Snowboard,""SCHOCH, Philipp"",SUI,Muskarac,Giant Parallel Slalom,Zlato"
"2006,Turin,Skiing,Snowboard,""SCHOCH, Simon"",SUI,Muskarac,Giant Parallel Slalom,Srebro"
"2006,Turin,Skiing,Snowboard,""FLETCHER, Rosey"",USA,Zena,Giant Parallel Slalom,Bronza"
"2006,Turin,Skiing,Snowboard,""MEULI, Daniela"",SUI,Zena,Giant Parallel Slalom,Zlato"
"2006,Turin,Skiing,Snowboard,""KOBER, Amelie"",GER,Zena,Giant Parallel Slalom,Srebro"
"2006,Turin,Skiing,Snowboard,""KOSKI, Markku"",FIN,Muskarac,Half-Pipe,Bronza"
"2006,Turin,Skiing,Snowboard,""WHITE, Shaun"",USA,Muskarac,Half-Pipe,Zlato"
"2006,Turin,Skiing,Snowboard,""KASS, Danny"",USA,Muskarac,Half-Pipe,Srebro"
"2006,Turin,Skiing,Snowboard,""BUAAS, Kjersti"",NOR,Zena,Half-Pipe,Bronza"
"2006,Turin,Skiing,Snowboard,""TETER, Hannah"",USA,Zena,Half-Pipe,Zlato"
"2006,Turin,Skiing,Snowboard,""BLEILER, Gretchen"",USA,Zena,Half-Pipe,Srebro"
"2006,Turin,Skiing,Snowboard,""DELERUE, Paul-Henri"",FRA,Muskarac,Snowboard Cross,Bronza"
"2006,Turin,Skiing,Snowboard,""WESCOTT, Seth"",USA,Muskarac,Snowboard Cross,Zlato"
"2006,Turin,Skiing,Snowboard,""ZIDEK, Radoslav"",SVK,Muskarac,Snowboard Cross,Srebro"
"2006,Turin,Skiing,Snowboard,""MALTAIS, Dominique"",CAN,Zena,Snowboard Cross,Bronza"
"2006,Turin,Skiing,Snowboard,""FRIEDEN, Tanja"",SUI,Zena,Snowboard Cross,Zlato"
"2006,Turin,Skiing,Snowboard,""JACOBELLIS, Lindsey"",USA,Zena,Snowboard Cross,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""FAK, Jakov"",CRO,Muskarac,10KM,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""JAY, Vincent"",FRA,Muskarac,10KM,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""SVENDSEN, Emil Hegle"",NOR,Muskarac,10KM,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""BRUNET, Marie Laure"",FRA,Zena,10KM Pursuit,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""NEUNER, Magdalena"",GER,Zena,10KM Pursuit,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""KUZMINA, Anastazia"",SVK,Zena,10KM Pursuit,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""HAUSWALD, Simone"",GER,Zena,12.5KM Mass Start,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""NEUNER, Magdalena"",GER,Zena,12.5KM Mass Start,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""ZAITSEVA, Olga"",RUS,Zena,12.5KM Mass Start,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""JAY, Vincent"",FRA,Muskarac,12.5Km Pursuit,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""FERRY, Bjorn"",SWE,Muskarac,12.5Km Pursuit,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""SUMANN, Christoph"",AUT,Muskarac,12.5Km Pursuit,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""DOMRACHEVA, Darya"",BLR,Zena,15KM,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""BERGER, Tora"",NOR,Zena,15KM,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""KHRUSTALEVA, Elena"",KAZ,Zena,15KM,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""HURAJT, Pavol"",SVK,Muskarac,15KM Mass Start,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""USTYUGOV, Evgeny"",RUS,Muskarac,15KM Mass Start,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""FOURCADE, Martin"",FRA,Muskarac,15KM Mass Start,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""SVENDSEN, Emil Hegle"",NOR,Muskarac,20KM,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""NOVIKOV, Sergey"",BLR,Muskarac,20KM,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""BJOERNDALEN, Ole Einar"",NOR,Muskarac,20KM,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""BECK, Martina"",GER,Zena,4X6KM Relay,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""HAUSWALD, Simone"",GER,Zena,4X6KM Relay,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""HENKEL, Andrea"",GER,Zena,4X6KM Relay,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""WILHELM, Kati"",GER,Zena,4X6KM Relay,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""BOGALIY-TITOVETS, Anna"",RUS,Zena,4X6KM Relay,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""MEDVEDTSEVA, Olga"",RUS,Zena,4X6KM Relay,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""SLEPTSOVA, Svetlana"",RUS,Zena,4X6KM Relay,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""ZAITSEVA, Olga"",RUS,Zena,4X6KM Relay,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""BAILLY, Sandrine"",FRA,Zena,4X6KM Relay,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""BECAERT, Sylvie"",FRA,Zena,4X6KM Relay,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""BRUNET, Marie Laure"",FRA,Zena,4X6KM Relay,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""DORIN, Marie"",FRA,Zena,4X6KM Relay,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""SHIPULIN, Anton"",RUS,Muskarac,4X7.5KM Relay,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""TCHEREZOV, Ivan"",RUS,Muskarac,4X7.5KM Relay,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""TCHOUDOV, Maxim"",RUS,Muskarac,4X7.5KM Relay,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""USTYUGOV, Evgeny"",RUS,Muskarac,4X7.5KM Relay,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""BJOERNDALEN, Ole Einar"",NOR,Muskarac,4X7.5KM Relay,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""BOE, Tarjei"",NOR,Muskarac,4X7.5KM Relay,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""HANEVOLD, Halvard"",NOR,Muskarac,4X7.5KM Relay,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""SVENDSEN, Emil Hegle"",NOR,Muskarac,4X7.5KM Relay,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""EDER, Simon"",AUT,Muskarac,4X7.5KM Relay,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""LANDERTINGER, Dominik"",AUT,Muskarac,4X7.5KM Relay,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""MESOTITSCH, Daniel"",AUT,Muskarac,4X7.5KM Relay,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""SUMANN, Christoph"",AUT,Muskarac,4X7.5KM Relay,Srebro"
"2010,Vancouver,Biathlon,Biathlon,""DORIN, Marie"",FRA,Zena,7.5KM,Bronza"
"2010,Vancouver,Biathlon,Biathlon,""KUZMINA, Anastazia"",SVK,Zena,7.5KM,Zlato"
"2010,Vancouver,Biathlon,Biathlon,""NEUNER, Magdalena"",GER,Zena,7.5KM,Srebro"
"2010,Vancouver,Bobsleigh,Bobsleigh,""BISSETT, David"",CAN,Muskarac,Four-Man,Bronza"
"2010,Vancouver,Bobsleigh,Bobsleigh,""BROWN, Lascelles"",CAN,Muskarac,Four-Man,Bronza"
"2010,Vancouver,Bobsleigh,Bobsleigh,""Le BIHAN, Chris"",CAN,Muskarac,Four-Man,Bronza"
"2010,Vancouver,Bobsleigh,Bobsleigh,""RUSH, Lyndon"",CAN,Muskarac,Four-Man,Bronza"
"2010,Vancouver,Bobsleigh,Bobsleigh,""HOLCOMB, Steven"",USA,Muskarac,Four-Man,Zlato"
"2010,Vancouver,Bobsleigh,Bobsleigh,""MESLER, Steve"",USA,Muskarac,Four-Man,Zlato"
"2010,Vancouver,Bobsleigh,Bobsleigh,""OLSEN, Justin"",USA,Muskarac,Four-Man,Zlato"
"2010,Vancouver,Bobsleigh,Bobsleigh,""TOMASEVICZ, Curtis"",USA,Muskarac,Four-Man,Zlato"
"2010,Vancouver,Bobsleigh,Bobsleigh,""KUSKE, Kevin"",GER,Muskarac,Four-Man,Srebro"
"2010,Vancouver,Bobsleigh,Bobsleigh,""LANGE, Andre"",GER,Muskarac,Four-Man,Srebro"
"2010,Vancouver,Bobsleigh,Bobsleigh,""PUTZE, Martin"",GER,Muskarac,Four-Man,Srebro"
"2010,Vancouver,Bobsleigh,Bobsleigh,""ROEDIGER, Alexander"",GER,Muskarac,Four-Man,Srebro"
"2010,Vancouver,Bobsleigh,Bobsleigh,""VOEVODA, Alexey"",RUS,Muskarac,Two-Man,Bronza"
"2010,Vancouver,Bobsleigh,Bobsleigh,""ZUBKOV, Alexsandr"",RUS,Muskarac,Two-Man,Bronza"
"2010,Vancouver,Bobsleigh,Bobsleigh,""KUSKE, Kevin"",GER,Muskarac,Two-Man,Zlato"
"2010,Vancouver,Bobsleigh,Bobsleigh,""LANGE, Andre"",GER,Muskarac,Two-Man,Zlato"
"2010,Vancouver,Bobsleigh,Bobsleigh,""ADJEI, Richard"",GER,Muskarac,Two-Man,Srebro"
"2010,Vancouver,Bobsleigh,Bobsleigh,""FLORSCHUETZ, Thomas"",GER,Muskarac,Two-Man,Srebro"
"2010,Vancouver,Bobsleigh,Bobsleigh,""MEYERS, Elana"",USA,Zena,Two-Man,Bronza"
"2010,Vancouver,Bobsleigh,Bobsleigh,""PAC, Erin"",USA,Zena,Two-Man,Bronza"
"2010,Vancouver,Bobsleigh,Bobsleigh,""HUMPHRIES, Kaillie"",CAN,Zena,Two-Man,Zlato"
"2010,Vancouver,Bobsleigh,Bobsleigh,""MOYSE, Heather"",CAN,Zena,Two-Man,Zlato"
"2010,Vancouver,Bobsleigh,Bobsleigh,""BROWN, Shelley-Ann"",CAN,Zena,Two-Man,Srebro"
"2010,Vancouver,Bobsleigh,Bobsleigh,""UPPERTON, Helen"",CAN,Zena,Two-Man,Srebro"
"2010,Vancouver,Bobsleigh,Skeleton,""TRETYAKOV, Alexander"",RUS,Muskarac,Individual,Bronza"
"2010,Vancouver,Bobsleigh,Skeleton,""MONTGOMERY, Jon"",CAN,Muskarac,Individual,Zlato"
"2010,Vancouver,Bobsleigh,Skeleton,""DUKURS, Martins"",LAT,Muskarac,Individual,Srebro"
"2010,Vancouver,Bobsleigh,Skeleton,""HUBER, Anja"",GER,Zena,Individual,Bronza"
"2010,Vancouver,Bobsleigh,Skeleton,""WILLIAMS, Amy"",GBR,Zena,Individual,Zlato"
"2010,Vancouver,Bobsleigh,Skeleton,""SZYMKOWIAK, Kerstin"",GER,Zena,Individual,Srebro"
"2010,Vancouver,Curling,Curling,""EGGLER, Markus"",SUI,Muskarac,Curling,Bronza"
"2010,Vancouver,Curling,Curling,""HAUSER, Jan"",SUI,Muskarac,Curling,Bronza"
"2010,Vancouver,Curling,Curling,""MUELLER, Toni"",SUI,Muskarac,Curling,Bronza"
"2010,Vancouver,Curling,Curling,""STOECKLI, Ralph"",SUI,Muskarac,Curling,Bronza"
"2010,Vancouver,Curling,Curling,""STRUEBIN, Simon"",SUI,Muskarac,Curling,Bronza"
"2010,Vancouver,Curling,Curling,""ENRIGHT, Adam"",CAN,Muskarac,Curling,Zlato"
"2010,Vancouver,Curling,Curling,""HEBERT, Ben"",CAN,Muskarac,Curling,Zlato"
"2010,Vancouver,Curling,Curling,""KENNEDY, Marc"",CAN,Muskarac,Curling,Zlato"
"2010,Vancouver,Curling,Curling,""MARTIN, Kevin"",CAN,Muskarac,Curling,Zlato"
"2010,Vancouver,Curling,Curling,""MORRIS, John"",CAN,Muskarac,Curling,Zlato"
"2010,Vancouver,Curling,Curling,""LOEVOLD, Thomas"",NOR,Muskarac,Curling,Srebro"
"2010,Vancouver,Curling,Curling,""NERGAARD, Torger"",NOR,Muskarac,Curling,Srebro"
"2010,Vancouver,Curling,Curling,""PETERSSON, Haavard Vad"",NOR,Muskarac,Curling,Srebro"
"2010,Vancouver,Curling,Curling,""SVAE, Christoffer"",NOR,Muskarac,Curling,Srebro"
"2010,Vancouver,Curling,Curling,""ULSRUD, Thomas"",NOR,Muskarac,Curling,Srebro"
"2010,Vancouver,Curling,Curling,""LIU, Jinli"",CHN,Zena,Curling,Bronza"
"2010,Vancouver,Curling,Curling,""LIU, Yin"",CHN,Zena,Curling,Bronza"
"2010,Vancouver,Curling,Curling,""WANG, Bingyu"",CHN,Zena,Curling,Bronza"
"2010,Vancouver,Curling,Curling,""YUE, Qingshuang"",CHN,Zena,Curling,Bronza"
"2010,Vancouver,Curling,Curling,""ZHOU, Yan"",CHN,Zena,Curling,Bronza"
"2010,Vancouver,Curling,Curling,""BERGSTROEM, Kajsa"",SWE,Zena,Curling,Zlato"
"2010,Vancouver,Curling,Curling,""SVAERD, Anna"",SWE,Zena,Curling,Zlato"
"2010,Vancouver,Curling,Curling,""LINDAHL, Cathrine"",SWE,Zena,Curling,Zlato"
"2010,Vancouver,Curling,Curling,""LUND, Eva"",SWE,Zena,Curling,Zlato"
"2010,Vancouver,Curling,Curling,""NORBERG, Anette"",SWE,Zena,Curling,Zlato"
"2010,Vancouver,Curling,Curling,""BARTEL, Cori"",CAN,Zena,Curling,Srebro"
"2010,Vancouver,Curling,Curling,""BERNARD, Cheryl"",CAN,Zena,Curling,Srebro"
"2010,Vancouver,Curling,Curling,""DARBYSHIRE, Carolyn"",CAN,Zena,Curling,Srebro"
"2010,Vancouver,Curling,Curling,""MOORE, Kristie"",CAN,Zena,Curling,Srebro"
"2010,Vancouver,Curling,Curling,""O CONNOR, Susan"",CAN,Zena,Curling,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""BACKSTROM, Niklas"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""FILPPULA, Valtteri"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""HAGMAN, Niklas"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""IMMONEN, Jarkko"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""JOKINEN, Olli"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KAPANEN, Niko"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KIPRUSOFF, Miikka"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KOIVU, Mikko"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KOIVU, Saku"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KUKKONEN, Lasse"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""LEHTINEN, Jere"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""LEPISTO, Sami"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""LYDMAN, Toni"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""MIETTINEN, Antti"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""NIITTYMAKI, Antero"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""NISKALA, Janne"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""PELTONEN, Ville"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""PITKANEN, Joni"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""RUUTU, Jarkko"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""RUUTU, Tuomo"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""SALO, Sami"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""SELANNE, Teemu"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""TIMONEN, Kimmo"",FIN,Muskarac,Ice Hockey,Bronza"
"2010,Vancouver,Ice Hockey,Ice Hockey,""BERGERON, Patrice"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""BOYLE, Dan"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""BRODEUR, Martin"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""CROSBY, Sidney"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""DOUGHTY, Drew"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""FLEURY, Marc-Andre"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""GETZLAF, Ryan"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""HEATLEY, Dany"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""IGINLA, Jarome"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KEITH, Duncan"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""LUONGO, Roberto"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""MARLEAU, Patrick"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""MORROW, Brenden"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""NASH, Rick"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""NIEDERMAYER, Scott"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""PERRY, Corey"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""PRONGER, Chris"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""RICHARDS, Mike"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""SEABROOK, Brent"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""STAAL, Eric"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""THORNTON, Joe"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""TOEWS, Jonathan"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""WEBER, Shea"",CAN,Muskarac,Ice Hockey,Zlato"
"2010,Vancouver,Ice Hockey,Ice Hockey,""BACKES, David"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""BROWN, Dustin"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""CALLAHAN, Ryan"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""DRURY, Chris"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""GLEASON, Tim"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""JOHNSON, Erik"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""JOHNSON, Jack"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KANE, Patrick"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KESLER, Ryan"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""KESSEL, Phil"",USA,Muskarac,Ice Hockey,Srebro"
"2010,Vancouver,Ice Hockey,Ice Hockey,""LANGENBRUNNER, Jamie"",USA,Muskarac,Ice Hockey,Srebro"
